Chemical 1,Chemical 2,Similarity
DB04465,DB00655,0
DB00668,DB03760,0
DB00181,DB00545,0
DB01167,DB04816,0
DB01750,DB00825,0
DB02757,DB00584,0
DB00977,DB00465,0
DB01917,DB00215,0
DB01200,DB04066,0
DB00717,DB01275,0
DB00321,DB00381,0
DB00981,DB00631,0
DB00338,DB00422,0
DB00797,DB01217,0
DB01012,DB00537,0
DB00391,DB04831,0
DB00114,DB00475,0
DB01599,DB00704,0
DB01628,DB01184,0
DB00648,DB00335,0
DB00369,DB00328,0
DB03864,DB00382,0
DB00215,DB00896,0
DB00848,DB00780,0
DB04743,DB00480,0
DB00753,DB00494,0
DB00921,DB00261,0
DB00619,DB00993,0
DB01212,DB00348,0
DB01142,DB00399,0
DB01090,DB00712,0
DB00104,DB01628,0
DB00627,DB01189,0
DB02740,DB00492,0
DB02021,DB01118,0
DB01182,DB02772,0
DB00870,DB01406,0
DB01108,DB02967,0
DB03766,DB01128,0
DB01104,DB00620,0
DB00762,DB00721,0
DB01205,DB03758,0
DB01396,DB00472,0
DB00475,DB01370,0
DB02052,DB01076,0
DB00599,DB00613,0
DB00795,DB00321,0
DB00218,DB00531,0
DB00620,DB01036,0
DB00445,DB01229,0
DB01296,DB01092,0
DB00435,DB00409,0
DB00254,DB00151,0
DB01117,DB00710,0
DB00528,DB00182,0
DB00414,DB01016,0
DB03904,DB00503,0
DB00291,DB01048,0
DB01077,DB02539,0
DB01348,DB01099,0
DB01119,DB00561,0
DB01259,DB01012,0
DB04829,DB00497,0
DB01114,DB00148,0
DB00484,DB02261,0
DB01115,DB00809,0
DB00758,DB00778,0
DB00970,DB00260,0
DB00879,DB00668,0
DB00640,DB00734,0
DB00602,DB00334,0
DB01115,DB00627,0
DB01012,DB01182,0
DB00717,DB00244,0
DB01933,DB00996,0
DB02261,DB01076,0
DB01954,DB01204,0
DB00399,DB01174,0
DB02855,DB00770,0
DB00304,DB00608,0
DB00814,DB04468,0
DB00158,DB03994,0
DB01454,DB00956,0
DB00951,DB00561,0
DB01406,DB00166,0
DB01079,DB00635,0
DB00921,DB01137,0
DB01454,DB00798,0
DB00640,DB00440,0
DB00309,DB02426,0
DB00650,DB02925,0
DB00820,DB00182,0
DB01395,DB01819,0
DB00171,DB00917,0
DB00230,DB01750,0
DB03754,DB01200,0
DB01268,DB00619,0
DB00807,DB00945,0
DB00544,DB03758,0
DB00443,DB00422,0
DB00337,DB04224,0
DB01039,DB01418,0
DB00984,DB01244,0
DB04485,DB00625,0
DB02116,DB00964,0
DB00242,DB00530,0
DB02527,DB00909,0
DB01378,DB01262,0
DB00104,DB03206,0
DB00602,DB01599,0
DB00268,DB00282,0
DB00871,DB02424,0
DB00224,DB00802,0
DB03754,DB01927,0
DB04725,DB04348,0
DB01206,DB02315,0
DB00887,DB03496,0
DB00988,DB03760,0
DB01403,DB03193,0
DB00627,DB00411,0
DB02860,DB01019,0
DB00855,DB01073,0
DB01057,DB00132,0
DB02285,DB00199,0
DB00328,DB01129,0
DB00549,DB00753,0
DB01001,DB00648,0
DB00986,DB01244,0
DB01202,DB04485,0
DB01079,DB00472,0
DB00439,DB01239,0
DB00284,DB01065,0
DB00783,DB00175,0
DB00341,DB01580,0
DB00673,DB02712,0
DB00747,DB00182,0
DB00175,DB00795,0
DB03203,DB00675,0
DB00720,DB04173,0
DB01166,DB04106,0
DB04703,DB00727,0
DB00537,DB00443,0
DB04557,DB00694,0
DB00292,DB01698,0
DB01017,DB02424,0
DB00543,DB00772,0
DB02044,DB00378,0
DB01288,DB01054,0
DB02379,DB00717,0
DB01378,DB01224,0
DB00176,DB00714,0
DB00540,DB00937,0
DB01213,DB00988,0
DB00502,DB00584,0
DB01901,DB00917,0
DB00368,DB01079,0
DB00584,DB01356,0
DB01261,DB00284,0
DB01205,DB01296,0
DB01880,DB00863,0
DB00230,DB01170,0
DB01018,DB00687,0
DB00554,DB00751,0
DB00928,DB00158,0
DB00495,DB03052,0
DB00747,DB01009,0
DB00780,DB01059,0
DB01118,DB01240,0
DB00502,DB00127,0
DB01094,DB01050,0
DB00541,DB00833,0
DB01599,DB00572,0
DB01590,DB04540,0
DB01599,DB01058,0
DB01597,DB00770,0
DB01750,DB02967,0
DB03904,DB00116,0
DB01927,DB02855,0
DB01338,DB01288,0
DB01045,DB01240,0
DB01182,DB00846,0
DB00202,DB01073,0
DB00300,DB00920,0
DB00313,DB00790,0
DB04137,DB01189,0
DB00439,DB00503,0
DB00561,DB01199,0
DB00381,DB01395,0
DB00206,DB00665,0
DB00433,DB01060,0
DB00553,DB00444,0
DB00304,DB01942,0
DB01182,DB00813,0
DB01088,DB00379,0
DB04173,DB02044,0
DB00909,DB02855,0
DB01412,DB00732,0
DB00814,DB01045,0
DB00870,DB00227,0
DB01039,DB01189,0
DB01034,DB01037,0
DB04365,DB00738,0
DB00571,DB04821,0
DB00656,DB00606,0
DB01199,DB01348,0
DB00554,DB01954,0
DB01576,DB01058,0
DB01095,DB03696,0
DB00276,DB01407,0
DB00636,DB04841,0
DB00316,DB02021,0
DB00503,DB00126,0
DB00802,DB00443,0
DB01118,DB00494,0
DB00435,DB00260,0
DB00530,DB00600,0
DB00574,DB00780,0
DB00922,DB00717,0
DB00450,DB01235,0
DB01034,DB01048,0
DB00635,DB02533,0
DB01181,DB01128,0
DB00989,DB00619,0
DB01698,DB02712,0
DB01045,DB00494,0
DB00530,DB01088,0
DB00514,DB00605,0
DB00445,DB00323,0
DB01393,DB01338,0
DB01064,DB00907,0
DB02375,DB01437,0
DB00857,DB00626,0
DB00485,DB01093,0
DB00175,DB04365,0
DB00845,DB00879,0
DB00761,DB02925,0
DB00244,DB00694,0
DB02701,DB00309,0
DB01378,DB00850,0
DB00276,DB00281,0
DB02967,DB01226,0
DB00282,DB02967,0
DB00196,DB00396,0
DB00014,DB01085,0
DB01113,DB00910,0
DB01132,DB00625,0
DB00620,DB02261,0
DB00900,DB01437,0
DB00624,DB01113,0
DB00950,DB00312,0
DB00715,DB01043,0
DB00202,DB00820,0
DB00380,DB03435,0
DB00542,DB01819,0
DB04331,DB03568,0
DB00364,DB01059,0
DB00704,DB00181,0
DB00243,DB01268,0
DB00571,DB02855,0
DB04690,DB00205,0
DB00139,DB00758,0
DB00708,DB00403,0
DB00514,DB00165,0
DB00841,DB00158,0
DB00278,DB00178,0
DB01013,DB00829,0
DB02424,DB00180,0
DB01892,DB00802,0
DB01236,DB01340,0
DB04272,DB00261,0
DB04137,DB00411,0
DB02659,DB00175,0
DB00533,DB00773,0
DB00451,DB00364,0
DB00364,DB01933,0
DB02659,DB00715,0
DB00846,DB00215,0
DB00356,DB03206,0
DB00694,DB00328,0
DB02527,DB00593,0
DB01752,DB00531,0
DB00974,DB00244,0
DB01238,DB03575,0
DB00289,DB00661,0
DB00458,DB00188,0
DB00254,DB01283,0
DB01212,DB01435,0
DB00293,DB04258,0
DB01167,DB00415,0
DB04817,DB02325,0
DB00477,DB01169,0
DB01057,DB00752,0
DB00247,DB00204,0
DB01261,DB03193,0
DB02691,DB00655,0
DB01142,DB00104,0
DB01378,DB00336,0
DB04751,DB01008,0
DB01338,DB00180,0
DB01054,DB00245,0
DB03203,DB00909,0
DB00264,DB01016,0
DB00853,DB00220,0
DB00143,DB01006,0
DB00390,DB00532,0
DB01202,DB00304,0
DB00957,DB03193,0
DB02056,DB01248,0
DB00482,DB00343,0
DB01041,DB00497,0
DB00600,DB00579,0
DB00293,DB04827,0
DB00184,DB00975,0
DB00603,DB00503,0
DB00450,DB00297,0
DB03994,DB01954,0
DB01412,DB00411,0
DB01262,DB00550,0
DB03945,DB01017,0
DB01364,DB00909,0
DB01599,DB01656,0
DB01018,DB00540,0
DB00281,DB04741,0
DB00947,DB03766,0
DB00166,DB04551,0
DB01392,DB04821,0
DB01005,DB01054,0
DB00550,DB00369,0
DB00744,DB01062,0
DB00943,DB00860,0
DB00786,DB00218,0
DB01656,DB02659,0
DB00482,DB00466,0
DB00318,DB00301,0
DB01240,DB03760,0
DB01216,DB00819,0
DB01435,DB00799,0
DB03575,DB01181,0
DB00341,DB01030,0
DB03760,DB02998,0
DB01099,DB02772,0
DB00821,DB01008,0
DB01177,DB00829,0
DB00420,DB00440,0
DB02656,DB01919,0
DB00758,DB00822,0
DB00958,DB00341,0
DB00601,DB00238,0
DB01022,DB00637,0
DB01429,DB01223,0
DB01576,DB01656,0
DB00764,DB01041,0
DB01220,DB00627,0
DB01645,DB00916,0
DB02925,DB00619,0
DB00995,DB00865,0
DB00426,DB01005,0
DB01364,DB01217,0
DB03566,DB00951,0
DB01057,DB00435,0
DB01536,DB00337,0
DB00158,DB01211,0
DB02266,DB04751,0
DB00903,DB04076,0
DB00411,DB03866,0
DB00685,DB03568,0
DB00648,DB00855,0
DB00252,DB01030,0
DB04258,DB01041,0
DB04299,DB00600,0
DB01942,DB01942,0
DB01168,DB00589,0
DB00489,DB04106,0
DB01696,DB00898,0
DB01357,DB01001,0
DB00499,DB00949,0
DB00861,DB00957,0
DB01544,DB02709,0
DB00152,DB01050,0
DB00636,DB04557,0
DB02300,DB00548,0
DB00964,DB00712,0
DB01156,DB02044,0
DB00168,DB00356,0
DB00243,DB01017,0
DB00427,DB02679,0
DB04573,DB01558,0
DB03864,DB01750,0
DB01373,DB00476,0
DB02329,DB00847,0
DB00404,DB00403,0
DB00808,DB03227,0
DB02169,DB01029,0
DB00704,DB00171,0
DB00380,DB02347,0
DB01041,DB00278,0
DB00390,DB00986,0
DB00220,DB00989,0
DB00959,DB00285,0
DB00165,DB00847,0
DB02855,DB00588,0
DB01611,DB00806,0
DB00342,DB02998,0
DB00318,DB00741,0
DB02210,DB01819,0
DB00336,DB00441,0
DB00378,DB00630,0
DB04817,DB00849,0
DB00417,DB00836,0
DB00384,DB00282,0
DB00301,DB01190,0
DB00257,DB01238,0
DB00540,DB00515,0
DB01132,DB03128,0
DB01012,DB00624,0
DB00626,DB00884,0
DB01108,DB02757,0
DB01437,DB03575,0
DB00091,DB01576,0
DB00490,DB00205,0
DB00177,DB00966,0
DB00528,DB00937,0
DB00833,DB00988,0
DB00820,DB01259,0
DB00668,DB01033,0
DB03345,DB00786,0
DB00162,DB00443,0
DB00648,DB00280,0
DB00213,DB00472,0
DB00411,DB02860,0
DB00981,DB00439,0
DB00879,DB00727,0
DB00907,DB02210,0
DB00598,DB00712,0
DB02342,DB00836,0
DB01065,DB01186,0
DB00879,DB00317,0
DB00188,DB00484,0
DB00583,DB00698,0
DB00450,DB00821,0
DB00307,DB03783,0
DB00396,DB02925,0
DB00269,DB00655,0
DB00776,DB00723,0
DB02056,DB04829,0
DB01202,DB00886,0
DB00550,DB00786,0
DB00269,DB00599,0
DB03575,DB00708,0
DB00605,DB01005,0
DB00848,DB00903,0
DB00966,DB00883,0
DB01097,DB00870,0
DB04831,DB01223,0
DB00168,DB00999,0
DB00572,DB00951,0
DB00450,DB01378,0
DB01364,DB00593,0
DB01045,DB00602,0
DB01136,DB01206,0
DB00401,DB01262,0
DB00593,DB00635,0
DB01019,DB03568,0
DB01095,DB01128,0
DB00332,DB04417,0
DB00334,DB00696,0
DB00812,DB00426,0
DB00723,DB02659,0
DB01214,DB01645,0
DB02210,DB04417,0
DB01168,DB00592,0
DB02860,DB01399,0
DB00599,DB00800,0
DB00842,DB00396,0
DB02021,DB00978,0
DB00180,DB01092,0
DB01220,DB00165,0
DB00309,DB01085,0
DB00555,DB00677,0
DB01013,DB03703,0
DB01235,DB01242,0
DB03222,DB00412,0
DB03435,DB00870,0
DB00545,DB01544,0
DB00343,DB02789,0
DB00936,DB00549,0
DB01544,DB01412,0
DB00875,DB04551,0
DB00543,DB00300,0
DB00968,DB01092,0
DB01396,DB00356,0
DB01919,DB00579,0
DB00668,DB00426,0
DB00493,DB00563,0
DB01273,DB00847,0
DB00937,DB02855,0
DB00898,DB00448,0
DB00668,DB01420,0
DB01033,DB00115,0
DB01406,DB02424,0
DB00853,DB00247,0
DB02533,DB01558,0
DB01429,DB01039,0
DB00205,DB01030,0
DB00357,DB00176,0
DB01083,DB02325,0
DB00592,DB00882,0
DB00630,DB00465,0
DB00412,DB03904,0
DB00770,DB00875,0
DB00273,DB00307,0
DB01100,DB01296,0
DB00999,DB00786,0
DB01065,DB00949,0
DB00541,DB01036,0
DB00195,DB03902,0
DB01429,DB00636,0
DB01852,DB00508,0
DB00363,DB04741,0
DB00626,DB02010,0
DB00847,DB00819,0
DB00936,DB00263,0
DB00543,DB03222,0
DB00951,DB01917,0
DB02855,DB01001,0
DB01393,DB01124,0
DB00323,DB00788,0
DB00533,DB04751,0
DB00178,DB00997,0
DB02998,DB04258,0
DB01367,DB02740,0
DB01006,DB01396,0
DB00988,DB01033,0
DB01595,DB00431,0
DB01077,DB00176,0
DB00936,DB01064,0
DB00394,DB00297,0
DB00995,DB00475,0
DB00989,DB00753,0
DB00335,DB02044,0
DB01436,DB00443,0
DB00492,DB01220,0
DB00170,DB04173,0
DB01072,DB01226,0
DB01058,DB01124,0
DB04751,DB01174,0
DB00250,DB00807,0
DB01954,DB00468,0
DB00450,DB00678,0
DB00822,DB00816,0
DB00865,DB02709,0
DB01645,DB00398,0
DB03496,DB00295,0
DB00788,DB02712,0
DB00820,DB00370,0
DB00614,DB00877,0
DB00404,DB01440,0
DB01131,DB00904,0
DB01022,DB00759,0
DB00493,DB02315,0
DB02424,DB00635,0
DB00348,DB04816,0
DB00266,DB00776,0
DB02166,DB00139,0
DB01927,DB04828,0
DB00483,DB00759,0
DB00928,DB01170,0
DB00266,DB00316,0
DB00530,DB01611,0
DB01259,DB00747,0
DB00947,DB00519,0
DB00831,DB00445,0
DB01590,DB03575,0
DB03880,DB00481,0
DB01055,DB00692,0
DB00195,DB01244,0
DB01438,DB01189,0
DB00228,DB00317,0
DB00612,DB01223,0
DB00318,DB01403,0
DB00282,DB02757,0
DB00301,DB01203,0
DB01029,DB02345,0
DB00337,DB00606,0
DB00228,DB00275,0
DB01536,DB01438,0
DB00193,DB00381,0
DB03227,DB00966,0
DB02044,DB02701,0
DB01036,DB01348,0
DB04573,DB00843,0
DB04106,DB00553,0
DB04381,DB00115,0
DB01193,DB01698,0
DB02329,DB00715,0
DB01179,DB01393,0
DB00698,DB03696,0
DB00918,DB01110,0
DB01154,DB02052,0
DB01356,DB04707,0
DB00502,DB03419,0
DB01852,DB01088,0
DB01167,DB02095,0
DB00914,DB00657,0
DB01045,DB00195,0
DB00988,DB01420,0
DB00168,DB00818,0
DB01597,DB01001,0
DB00260,DB00400,0
DB00559,DB01026,0
DB01202,DB00318,0
DB00285,DB00122,0
DB00337,DB01337,0
DB01696,DB00991,0
DB00492,DB00641,0
DB00417,DB00571,0
DB01656,DB04311,0
DB00197,DB03758,0
DB01104,DB04824,0
DB00545,DB00475,0
DB00305,DB04513,0
DB01064,DB01366,0
DB00721,DB00978,0
DB00705,DB00333,0
DB00853,DB04831,0
DB01399,DB01942,0
DB01083,DB00849,0
DB00783,DB01092,0
DB00466,DB00173,0
DB01409,DB00908,0
DB00401,DB00336,0
DB01110,DB04465,0
DB01425,DB00277,0
DB00685,DB00313,0
DB00571,DB04828,0
DB02342,DB01082,0
DB01093,DB00559,0
DB00643,DB01114,0
DB03758,DB00425,0
DB01234,DB01033,0
DB00590,DB01076,0
DB02772,DB00501,0
DB00202,DB01188,0
DB01750,DB04841,0
DB00625,DB03496,0
DB01161,DB04224,0
DB00816,DB00603,0
DB00173,DB00180,0
DB00829,DB01238,0
DB04786,DB00501,0
DB01403,DB03866,0
DB00704,DB00240,0
DB00956,DB00768,0
DB01241,DB00275,0
DB04311,DB00309,0
DB01120,DB00764,0
DB00653,DB02539,0
DB04741,DB01388,0
DB01037,DB04005,0
DB01954,DB00204,0
DB04824,DB00266,0
DB00570,DB00843,0
DB02166,DB00207,0
DB00978,DB04417,0
DB00171,DB00709,0
DB00528,DB00515,0
DB00544,DB00157,0
DB00218,DB03864,0
DB01452,DB01558,0
DB00397,DB04106,0
DB01609,DB00779,0
DB00732,DB01167,0
DB00641,DB00262,0
DB00744,DB01917,0
DB00602,DB01097,0
DB00896,DB00202,0
DB00904,DB01418,0
DB01006,DB00170,0
DB00934,DB00603,0
DB01110,DB00380,0
DB00600,DB03193,0
DB02375,DB01351,0
DB00890,DB00910,0
DB00275,DB03575,0
DB00519,DB00432,0
DB00945,DB00162,0
DB01165,DB00169,0
DB04513,DB00484,0
DB03206,DB01262,0
DB00297,DB02772,0
DB00574,DB01338,0
DB02740,DB00158,0
DB00336,DB02426,0
DB01088,DB00420,0
DB00140,DB00870,0
DB00238,DB00724,0
DB01424,DB00897,0
DB00440,DB00158,0
DB00263,DB01348,0
DB01075,DB01054,0
DB01268,DB00855,0
DB00188,DB02315,0
DB00886,DB00367,0
DB00819,DB00428,0
DB00583,DB00266,0
DB01403,DB02860,0
DB01392,DB02509,0
DB00268,DB00788,0
DB00540,DB01008,0
DB01124,DB00296,0
DB00808,DB00612,0
DB01273,DB00715,0
DB00466,DB00291,0
DB00275,DB01068,0
DB01190,DB00812,0
DB02533,DB00843,0
DB00317,DB01220,0
DB00378,DB00497,0
DB01199,DB00114,0
DB02285,DB00607,0
DB00728,DB01050,0
DB01204,DB00752,0
DB01015,DB01296,0
DB00426,DB01110,0
DB00173,DB00290,0
DB01117,DB02855,0
DB00669,DB00158,0
DB03206,DB01224,0
DB01626,DB00549,0
DB00988,DB00675,0
DB02056,DB03193,0
DB00970,DB01645,0
DB00584,DB01708,0
DB00483,DB01844,0
DB00747,DB00515,0
DB00813,DB00746,0
DB00903,DB00866,0
DB00500,DB00169,0
DB01275,DB00396,0
DB00612,DB01039,0
DB04786,DB00397,0
DB00825,DB01366,0
DB04786,DB00276,0
DB00723,DB01005,0
DB00896,DB00183,0
DB00519,DB01438,0
DB00580,DB00779,0
DB00318,DB02546,0
DB01852,DB00526,0
DB01392,DB04828,0
DB00629,DB01093,0
DB00206,DB04829,0
DB01024,DB00433,0
DB00612,DB00636,0
DB01048,DB01696,0
DB03703,DB00295,0
DB02712,DB00759,0
DB04829,DB00493,0
DB00235,DB00756,0
DB00173,DB01388,0
DB00997,DB00296,0
DB01118,DB00928,0
DB00091,DB01708,0
DB01100,DB01170,0
DB01268,DB00280,0
DB00368,DB01205,0
DB00891,DB00956,0
DB01388,DB00104,0
DB00316,DB00465,0
DB01033,DB01064,0
DB01017,DB04166,0
DB03796,DB01222,0
DB01009,DB00295,0
DB04137,DB00937,0
DB00740,DB00170,0
DB00655,DB00183,0
DB00904,DB01189,0
DB00759,DB00783,0
DB01337,DB01032,0
DB00183,DB00437,0
DB00606,DB04258,0
DB01045,DB00928,0
DB00734,DB00957,0
DB00215,DB01373,0
DB01119,DB04014,0
DB04137,DB00524,0
DB01919,DB00491,0
DB00641,DB00222,0
DB01356,DB00936,0
DB01104,DB00751,0
DB00741,DB03052,0
DB02527,DB00797,0
DB00845,DB02116,0
DB00250,DB04299,0
DB00439,DB00718,0
DB01053,DB01136,0
DB00665,DB00773,0
DB00996,DB00855,0
DB00715,DB01440,0
DB00626,DB00499,0
DB00741,DB01043,0
DB00484,DB00398,0
DB00181,DB00586,0
DB01393,DB00196,0
DB00545,DB00177,0
DB00554,DB03994,0
DB01069,DB01229,0
DB01240,DB01420,0
DB01892,DB01016,0
DB00553,DB00721,0
DB00228,DB00650,0
DB01645,DB01022,0
DB00993,DB00307,0
DB00468,DB01137,0
DB00956,DB00714,0
DB03754,DB00484,0
DB01221,DB00563,0
DB01420,DB00908,0
DB03193,DB04821,0
DB00989,DB00855,0
DB00784,DB00480,0
DB00580,DB03766,0
DB01412,DB00937,0
DB00348,DB00415,0
DB00313,DB00677,0
DB00334,DB00181,0
DB00957,DB04137,0
DB01192,DB04831,0
DB01412,DB00524,0
DB00709,DB00193,0
DB00359,DB00196,0
DB01254,DB01222,0
DB00991,DB00317,0
DB03866,DB01059,0
DB01438,DB01345,0
DB01236,DB00762,0
DB00991,DB00275,0
DB02745,DB01708,0
DB01068,DB00394,0
DB00526,DB00171,0
DB01120,DB00148,0
DB00825,DB00264,0
DB00550,DB04821,0
DB00480,DB00400,0
DB00428,DB00772,0
DB00360,DB00865,0
DB01154,DB00536,0
DB00162,DB00252,0
DB01213,DB00348,0
DB02207,DB01129,0
DB01029,DB00620,0
DB01222,DB04173,0
DB00640,DB01202,0
DB00307,DB01075,0
DB00755,DB03703,0
DB00165,DB00884,0
DB01035,DB01026,0
DB00996,DB00280,0
DB03696,DB00808,0
DB00978,DB02656,0
DB00904,DB00411,0
DB00921,DB00936,0
DB00317,DB04725,0
DB00920,DB02527,0
DB00466,DB01094,0
DB00328,DB00291,0
DB00698,DB01128,0
DB01190,DB01177,0
DB00501,DB01403,0
DB02342,DB00934,0
DB00990,DB01927,0
DB00435,DB01645,0
DB00166,DB00368,0
DB00382,DB00528,0
DB00920,DB00179,0
DB00199,DB00688,0
DB00976,DB02095,0
DB01203,DB00425,0
DB00721,DB00573,0
DB00714,DB03052,0
DB04348,DB02656,0
DB01880,DB01919,0
DB00122,DB01035,0
DB00413,DB02679,0
DB00714,DB01043,0
DB00967,DB00401,0
DB01181,DB00323,0
DB00939,DB00603,0
DB00202,DB01452,0
DB02659,DB00499,0
DB00338,DB01327,0
DB00187,DB01452,0
DB00444,DB00635,0
DB00957,DB02860,0
DB00937,DB04828,0
DB01099,DB00705,0
DB01403,DB00321,0
DB00635,DB00877,0
DB01320,DB01229,0
DB00119,DB01399,0
DB01917,DB02852,0
DB00346,DB00564,0
DB00918,DB02967,0
DB00633,DB02166,0
DB01410,DB00484,0
DB00588,DB01626,0
DB01053,DB00761,0
DB01009,DB00261,0
DB00325,DB00465,0
DB01137,DB03419,0
DB00975,DB01190,0
DB00945,DB00401,0
DB04513,DB00563,0
DB00352,DB00119,0
DB00619,DB00620,0
DB00461,DB00126,0
DB00861,DB00603,0
DB00704,DB00836,0
DB01064,DB00136,0
DB01165,DB02329,0
DB00291,DB00332,0
DB00648,DB01933,0
DB00592,DB01113,0
DB00914,DB02052,0
DB00845,DB01037,0
DB01544,DB00176,0
DB00179,DB01919,0
DB00439,DB01236,0
DB00908,DB04468,0
DB04076,DB01409,0
DB00709,DB01901,0
DB00183,DB00613,0
DB00257,DB00603,0
DB00730,DB01366,0
DB00818,DB02285,0
DB00988,DB00614,0
DB00141,DB00528,0
DB01075,DB00421,0
DB01242,DB00220,0
DB02266,DB00207,0
DB00305,DB00367,0
DB00724,DB01244,0
DB00091,DB01018,0
DB00746,DB00896,0
DB02712,DB01844,0
DB03696,DB01074,0
DB00193,DB01143,0
DB00908,DB04076,0
DB01030,DB01114,0
DB00571,DB00139,0
DB00978,DB01034,0
DB01190,DB00687,0
DB03419,DB00574,0
DB01006,DB02073,0
DB01395,DB01173,0
DB00359,DB01351,0
DB02262,DB00896,0
DB00426,DB00813,0
DB00295,DB00140,0
DB00136,DB00187,0
DB02701,DB03575,0
DB00390,DB00297,0
DB00177,DB01752,0
DB00262,DB02095,0
DB00620,DB00398,0
DB00243,DB01698,0
DB01852,DB01611,0
DB00475,DB00799,0
DB01954,DB00300,0
DB00182,DB00188,0
DB02300,DB01259,0
DB00936,DB01407,0
DB00599,DB03052,0
DB00943,DB00733,0
DB02052,DB02533,0
DB00250,DB00250,0
DB00795,DB01103,0
DB04311,DB04540,0
DB01188,DB00613,0
DB00984,DB00975,0
DB00400,DB00640,0
DB00325,DB00201,0
DB01844,DB00951,0
DB00922,DB00633,0
DB00528,DB01008,0
DB01452,DB00945,0
DB00307,DB00986,0
DB00789,DB00712,0
DB02701,DB01068,0
DB00822,DB01696,0
DB03435,DB00716,0
DB00993,DB00457,0
DB04331,DB00917,0
DB01183,DB00176,0
DB01410,DB04690,0
DB00235,DB00426,0
DB03880,DB01193,0
DB01015,DB01170,0
DB00545,DB00575,0
DB00897,DB04824,0
DB02315,DB00598,0
DB00207,DB00275,0
DB01110,DB01009,0
DB00415,DB00956,0
DB00722,DB01162,0
DB00384,DB00788,0
DB01199,DB00655,0
DB02587,DB01919,0
DB00539,DB02709,0
DB01595,DB00786,0
DB00896,DB00184,0
DB00266,DB00445,0
DB04077,DB00309,0
DB01628,DB01074,0
DB00797,DB00780,0
DB00977,DB01062,0
DB00320,DB01403,0
DB00328,DB01094,0
DB00806,DB03566,0
DB00503,DB00305,0
DB00426,DB00526,0
DB03902,DB00928,0
DB00542,DB01085,0
DB01115,DB00860,0
DB00863,DB00436,0
DB01101,DB02325,0
DB00262,DB00575,0
DB04224,DB00920,0
DB01454,DB00502,0
DB00559,DB00806,0
DB00247,DB00263,0
DB00540,DB01576,0
DB00784,DB01212,0
DB01149,DB00772,0
DB01029,DB01023,0
DB00281,DB00443,0
DB00950,DB00409,0
DB00705,DB00193,0
DB02010,DB03696,0
DB01844,DB01392,0
DB01236,DB00600,0
DB01058,DB00205,0
DB00530,DB00104,0
DB00695,DB02745,0
DB01234,DB01136,0
DB00213,DB00285,0
DB00716,DB01026,0
DB01183,DB00850,0
DB00996,DB04817,0
DB02375,DB00592,0
DB00269,DB00373,0
DB00222,DB00642,0
DB00842,DB00148,0
DB00312,DB00806,0
DB01261,DB00321,0
DB00542,DB00841,0
DB00222,DB00949,0
DB04485,DB00967,0
DB01283,DB00973,0
DB00625,DB00518,0
DB00916,DB00492,0
DB00622,DB00848,0
DB01131,DB00114,0
DB01034,DB00332,0
DB00665,DB04751,0
DB00843,DB00409,0
DB04831,DB00199,0
DB00278,DB01142,0
DB01026,DB00571,0
DB00957,DB00321,0
DB00230,DB04831,0
DB04005,DB01214,0
DB01206,DB00533,0
DB00432,DB03206,0
DB00977,DB00264,0
DB00727,DB04485,0
DB00204,DB00182,0
DB00608,DB01079,0
DB02539,DB00655,0
DB02539,DB00599,0
DB00293,DB00695,0
DB01131,DB01213,0
DB00514,DB01118,0
DB00554,DB01211,0
DB01296,DB01055,0
DB01429,DB00213,0
DB00584,DB00849,0
DB02375,DB00629,0
DB04272,DB00936,0
DB03754,DB02315,0
DB00668,DB01283,0
DB01762,DB00367,0
DB00204,DB01009,0
DB00296,DB00836,0
DB00820,DB00242,0
DB00673,DB00685,0
DB03345,DB04751,0
DB02300,DB00370,0
DB01087,DB00903,0
DB00224,DB03754,0
DB00700,DB02010,0
DB00820,DB01356,0
DB01388,DB00950,0
DB01438,DB00796,0
DB00158,DB00757,0
DB02266,DB00960,0
DB04076,DB00802,0
DB01577,DB01029,0
DB01235,DB00373,0
DB00230,DB00461,0
DB00333,DB00457,0
DB01396,DB01213,0
DB00833,DB00348,0
DB01149,DB01083,0
DB01226,DB00657,0
DB00829,DB02175,0
DB00539,DB01412,0
DB00519,DB00352,0
DB00717,DB01087,0
DB00966,DB00495,0
DB00860,DB00908,0
DB00368,DB00679,0
DB00986,DB00531,0
DB00477,DB00162,0
DB00967,DB00523,0
DB00166,DB02169,0
DB04817,DB00997,0
DB01103,DB00772,0
DB04828,DB03866,0
DB00939,DB01076,0
DB00227,DB00564,0
DB01406,DB04166,0
DB01087,DB00990,0
DB04827,DB00518,0
DB03227,DB01752,0
DB01072,DB00512,0
DB01101,DB00849,0
DB01262,DB00014,0
DB00945,DB00523,0
DB01242,DB00247,0
DB01188,DB01132,0
DB01217,DB00170,0
DB01356,DB00841,0
DB01076,DB01154,0
DB02546,DB00898,0
DB01819,DB01076,0
DB00834,DB01586,0
DB00158,DB00508,0
DB00625,DB00485,0
DB00987,DB01221,0
DB04743,DB00809,0
DB00252,DB00712,0
DB00740,DB00833,0
DB04077,DB01203,0
DB00897,DB00751,0
DB00398,DB01424,0
DB02329,DB00637,0
DB01254,DB00180,0
DB01296,DB01268,0
DB02860,DB00528,0
DB00730,DB03345,0
DB01409,DB00363,0
DB00914,DB00368,0
DB00277,DB01094,0
DB01065,DB00446,0
